TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
468,2,63855.44628410887,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,35000,NO,15,0,90000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ERNSANCAL19970101M01,LUNDOMIGL19970101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
469,2,69107.34221496481,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,20,50,500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,DELGOTSEG19960101M01,ESTZACANZ19960101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
470,2,43422.76085085064,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,47000,NO,25,50,1000000,TF,GF,NO,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ETHPABROS19950101M01,EUGCALTRE19950101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
471,2,93794.66118,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,29000,NO,10,0,1500000,TF,GF,NO,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FABPANCOR19940101M01,ASHMARSAL19940101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
472,2,37513.68623676457,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,109000,SI,10,50,2000000,TF,GF,NO,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FACGAMRAM19930101M01,AMEESPSAN19930101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
473,2,92412.50322973137,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,10,50,2500000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FEDSILSAL19920101M01,AINGORFAB19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
474,2,118455.78647626101,emision,GMM,0,CG-111-X,Titular,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,25000,NO,15,0,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,FELCLEFER19910101M01,CLAMARROM19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
475,2,84064.76795491818,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,35000,NO,20,50,50000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FELBURDEA19900101M01,CLALOBBUR19900101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
476,2,101401.04504345587,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,29000,NO,25,25,4000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FERFERSOZ19890101M01,FLOSOLDOR19890101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
477,2,89205.44969596565,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,10,0,170000000,TF,GF,NO,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FRACABSER19880101M01,LEIHICURI19880101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
478,2,32106.847174642702,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,109000,SI,20,50,70000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FRABORCAL19870101M01,ELIVIECAS19870101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
479,2,86322.64933896373,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,10,50,500000,TF,GF,NO,NO,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,GABCALCAP19860101M01,DANPALBAR19860101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
480,2,132951.55882670326,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,25000,NO,15,0,1000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GAECHICOM19850101M01,IREPAVPRA19850101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
481,2,61142.88408795778,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,53000,NO,20,50,1500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GERDELLUP19840101M01,MATSANMAR19840101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
482,2,142859.6487038962,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,25000,NO,25,25,2000000,TF,GF,NO,NO,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GILURBURR19830101M01,CARMESBER19830101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
483,2,129702.70925320189,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,35000,NO,10,0,2500000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,GONOSEDAV19820101M01,AINCASORE19820101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
484,2,149235.15333160775,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,35000,NO,10,50,3000000,TF,GF,NO,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GREREYDAY19810101M01,NAOBALCAL19810101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
485,2,74524.75763697128,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,77000,NO,10,50,90000000,NO,NO,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUICLAVER19800101M01,MICMARMAR19800101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
486,2,76462.50654877101,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,59000,NO,15,0,4000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,HERCERMEN19790101M01,SOPCOLGOD19790101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
487,2,73333.64056196649,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,109000,SI,20,50,60000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,HERCOLESP19780101M01,MELNOGPRI19780101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
488,2,66632.60986024898,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,109000,SI,25,50,50000000,TF,GF,NO,NO,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,HORVAUCAR19770101M01,MARESCVAL19770101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
489,2,222253.1891093264,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,29000,NO,10,0,500000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,HUGSAMCLA19760101M01,VERSERMAR19760101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
490,2,49110.88185816584,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,96000,NO,25,50,1000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,HUMPINSIM19750101M01,PAOACEMOY19750101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
491,5,6638.981327,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL INTERNACIONAL,DOLAR,01032026,01032026,AGENTE,ANUAL,11026,100,2450,NO,25,0,8500000,TF,GF,NO,NO,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,IANACOHAN19950101H01,SOFALMROD20210101M01,IGNALMALB20210101M01,CHAARAELI20220101M01,IKEARAFOW20230101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
492,6,9887.928097,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL INTERNACIONAL,DOLAR,01032026,01032026,AGENTE,ANUAL,11026,100,2450,NO,10,0,8500000,TF,GF,NO,NO,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ZOEBAIADA19950101M01,ISABAICOR20210101H01,YOLBENNEG20220101H01,IZABENMOR20230101H01,YESBRIPAN20240101H01,JAIBRIAGU20260101H01,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
493,6,81939.39130964519,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,47000,NO,15,0,10000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YASCAMARC19950101M01,JAVCAMVID20210101M01,YARCARSOL20220101M01,JERCARBUS20230101M01,XIMCLAJAI20240101M01,JOACLAPOL20250101M01,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
494,5,59255.471048726744,emision,GMM,0,CG-111-X,Titular,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,5000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,VIOCUALOE19970101M01,JOECUEQUI20210101H01,VICDELBAR20220101H01,JORDELTER20230101H01,VERENCAPO20240101M01,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
495,6,75308.10848708267,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,65000,NO,10,0,5000000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,NO,CETTE,CETTE,NO,NO,NO,NO,NO,JOSENRHAY19830101H01,VALFONPOR20070101H01,JUAFONBEJ20090101M01,VALGODFAJ20100101H01,JULGODGRA20110101M01,JULWILPOM20130101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
496,6,219068.58555810273,emision,GMM,0,CG-111-X,NO,REI,REI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,10,0,170000000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,TINCHATAV19800101H01,TERMIRPAS20070101M01,TATCUEAME20090101M01,SOPMUNLAU20100101H01,SOLGRENIC20110101M01,LEOCREBOB20120101H01,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
497,2,46800.856369492205,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,LEOLEMBAR19950101H01,LEOCARHUE20210101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
498,5,244970.67448253176,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,29000,NO,10,50,200000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,LIARUBALD19850101H01,LORRIVMEN20220101M01,SOFBARARR20230101M01,SOFARRSOT20240101H01,SOCPRAGON20250101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
499,6,148845.9600079751,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,35000,NO,10,0,80000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SHAVIGLOP19850101H01,SERZAVMAD20080101M01,SELPADALC20090101M01,SARONOGUR20100101M01,LUCCOVDIA20120101H01,LUCBARBOJ20130101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
500,2,37563.15262,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,500000,SI,10,0,5000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,LUCSAUHOW19920101M01,SAMMONLAN19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
501,6,110038.46902959296,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,10,25,7500000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,LUIBROOLI19760101M01,MANMUNBAE19760101H01,SALWATAVA20070101M01,MARRIZMAR20200101H01,SABHUICUE20210101M01,MARGAIMEZ20230101H01,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
502,2,104326.05667096292,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,10,0,10000000,TF,GF,CAE,CEC,CEE,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MARCLATHO19920101M01,RUTSILPIN19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
503,2,569379.6243192907,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,29000,NO,10,0,10000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROSRECANA19760101M01,MARSENMON19760101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
504,7,36800.73950331016,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,500000,SI,10,0,5000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,ROMRASNIE19920101M01,MATOLIURI19920101H01,MATBATBET20070101H01,MATSALDEL20110101H01,MAUBAKBAL20150101H01,ROBPAZRUI20190101H01,REYBAEGON20230101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
505,2,51114.92730004899,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,10,25,10000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MAXPONPOT19760101M01,RENMARALV19760101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
506,7,72091.64402229837,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,47000,NO,10,0,7500000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,MAXBALDEL19920101M01,REGSARBRO19920101H01,REBMONESQ20070101H01,RAQCABCOR20110101H01,MIGASCDAV20150101H01,MOITERACE20190101H01,RAFJOVLIM20230101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
507,10,480737.5306013197,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,25000,NO,10,0,5000000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,CETTE,NO,NO,NICSCHRUE19760101M01,PILFORALB19750101M01,NOAFOSMIR19750101H01,PAUSTEAST19760101H01,NOEOLIBEN19760101M01,PAUHOLBRA20070101H01,NOEHURRON20110101M01,PATCHALON20120101H01,OCTPROSAN20150101M01,PAOFOWBUE20160101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
508,7,76441.89823078796,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,10,0,5000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,OLIFOXSUA19920101M01,PAMSOUCAR19920101H01,OSCBRABOT20070101H01,PABCANMER20110101H01,PACANDARG20150101H01,PANMAYLOZ20190101H01,PEDGIRGAO20230101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
509,2,125400.50923721975,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,53000,NO,10,25,7500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PEPAMADEL19760101M01,PALFRAMON19760101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
510,4,183862.00088403665,emision,GMM,0,CG-111-X,Asegurado,UNI,UNI,ALFA MEDICAL FLEX A,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,,NO,0,25,7500000,TF,GF,NO,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,RAFFRAURR19640101M01,OLIMILMAC19830101M01,RAIQUIPIZ19860101M01,RAMCANCAS20070101H01,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,
511,2,164543.7243609634,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,,NO,0,25,10000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,RAMGIRBED19650101H01,RAUJURGON19850101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
512,2,105604.06254644679,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,,NO,0,0,5000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,RICLOMPAY19670101H01,ROBESCARV19780101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
