TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
585,2,138981.00412164922,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,2500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19720212H,PRUGASNOT19590212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
586,2,40543.70956461009,emision,GMM,0,CG-111-X,Ambos,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,0,1000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19730212H,PRUGASNOT19900212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
587,2,167314.9157290805,emision,GMM,0,CG-111-X,Titular,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,0,2500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19590212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
588,2,171115.90709126936,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,500000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19570212H,PRUGASNOT19950212M,,,,,,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
589,3,138051.4266127983,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,NO,NO,NO,NO,DP,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19830212H,PRUGASNOT19700212H,PRUGASNOT19600212M,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
590,2,60475.26412859067,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,50000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19850212M,PRUGASNOT20190212M,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
591,6,470179.3360870713,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,20000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19660212M,PRUGASNOT19580212M,PRUGASNOT19610212M,PRUGASNOT19720212H,PRUGASNOT19820212M,PRUGASNOT19970212H,,,,,,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,
592,7,130110.95979672273,emision,GMM,0,CG-111-X,Ambos,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,,NO,0,50,7500000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19770212H,PRUGASNOT19770212M,PRUGASNOT20020212H,PRUGASNOT20060212H,PRUGASNOT20100212H,PRUGASNOT20140212H,PRUGASNOT20180212H,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
593,2,56195.033798340184,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,170000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19930212H,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
594,2,32566.608337022495,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,0,1000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT20010212H,PRUGASNOT20000212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
595,8,255813.03217855343,emision,GMM,0,CG-111-X,Asegurado,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,50,50000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,AMCD,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19670212M,PRUGASNOT19790212M,PRUGASNOT19950212H,PRUGASNOT19990212H,PRUGASNOT20000212M,PRUGASNOT20150212H,PRUGASNOT20160212H,PRUGASNOT20170212M,,,,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,
596,2,43476.19418229761,emision,GMM,0,CG-111-X,Ambos,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,5000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19780212M,PRUGASNOT19870212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
597,2,184865.48427530768,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,170000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19580212H,PRUGASNOT19630212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
598,2,181666.35214060597,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,40000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19650212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
599,7,159913.03892545085,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,25,1000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT20090212M,PRUGASNOT19950212M,PRUGASNOT20080212M,PRUGASNOT20100212H,PRUGASNOT20130212H,PRUGASNOT20180212H,PRUGASNOT20180212M,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
600,2,183527.36402906396,emision,GMM,0,CG-111-X,Titular,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,,NO,0,0,80000000,NO,NO,NO,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19590212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
601,2,122777.85313536442,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,2500000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19570212H,PRUGASNOT19950212M,,,,,,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
602,2,41553.58395752376,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19920212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
603,7,271047.4492329383,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,25000,NO,15,25,200000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,AMCD,AMCD,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19830212M,PRUGASNOT19830212H,PRUGASNOT19990212M,PRUGASNOT20030212M,PRUGASNOT20070212M,PRUGASNOT20110212M,PRUGASNOT20150212M,,,,,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
604,2,105982.72783070554,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
605,2,444864.6825767327,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,25,25,2500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
606,7,62831.0890000633,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19920212H,PRUGASNOT20010212M,PRUGASNOT20050212M,PRUGASNOT20090212M,PRUGASNOT20130212M,PRUGASNOT20170212M,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
607,2,85377.30912224924,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
608,2,320508.22555061465,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,25,25,2500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
609,2,20020.45811599226,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19920212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
610,7,59323.071375629064,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,65000,NO,15,0,200000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19830212M,PRUGASNOT19830212H,PRUGASNOT19990212M,PRUGASNOT20030212M,PRUGASNOT20070212M,PRUGASNOT20110212M,PRUGASNOT20150212M,,,,,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
611,2,55232.332152771676,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,0,1500000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
612,2,95037.98229634373,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,47000,NO,10,0,400000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19650212M,PRUGASNOT19650212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
613,2,218234.2875615296,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,25,0,2500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
614,7,79382.68898760132,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,15,0,900000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19920212H,PRUGASNOT20010212M,PRUGASNOT20050212M,PRUGASNOT20090212M,PRUGASNOT20130212M,PRUGASNOT20170212M,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
615,2,84176.46081976718,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,65000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
616,2,241569.27175981918,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,25,25,2500000,TF,GF,NO,CEC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
617,2,162654.677316376,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,96000,NO,25,25,2500000,TF,GF,NO,CEC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
618,2,29373.966357523765,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19920212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
619,2,109778.06631343288,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,30000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
620,2,86773.56912224923,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
621,2,55498.58363935616,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,0,50000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
622,7,77894.29567808077,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,96000,NO,20,25,1000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19910212M,PRUGASNOT19910212H,PRUGASNOT20020212H,PRUGASNOT20060212H,PRUGASNOT20100212H,PRUGASNOT20140212H,PRUGASNOT20180212H,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
623,2,128694.06000625188,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,29000,NO,20,50,300000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19820212M,PRUGASNOT19820212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
624,2,67866.54116309897,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,65000,NO,15,50,2000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19730212M,PRUGASNOT19730212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
625,2,176109.8319626337,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,10,25,3000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19630212M,PRUGASNOT19630212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
626,2,28663.09395870461,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,96000,NO,20,25,1000000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19910212M,PRUGASNOT19910212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
627,2,60972.88387765028,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,65000,NO,15,50,2000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19730212M,PRUGASNOT19730212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
628,2,113448.75507686337,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,10,25,3000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19780212M,PRUGASNOT19650212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
629,2,16224.576975635575,emision,GMM,0,CG-111-X,NO,UNI,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,96000,NO,20,0,1000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19910212M,PRUGASNOT19910212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
630,2,28295.7264272713,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,77000,NO,20,0,300000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19820212M,PRUGASNOT19820212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
631,2,45099.21602610254,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,65000,NO,15,0,2000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19730212M,PRUGASNOT19730212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
632,2,79366.22062460124,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,53000,NO,10,0,500000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19640212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
633,2,120457.76959324637,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,10,0,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19580212M,PRUGASNOT19630212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
